date,text,score_label,score_negative,score_neutral,score_positive,retweetCount,replyCount,likeCount,quoteCount,robertuito_7,robertuito_214,robertuito_231,robertuito_244,robertuito_298,robertuito_311,robertuito_328,robertuito_373,robertuito_551,robertuito_625,robertuito_650
2023-09-01,nunca visto presidente transmita odio divida chilenos falte respeto muertos hecho boric dice hace normal,0.91611063,0.91611063,0.075286,0.0086033875,1100,542,2361,61,0.46775195,0.4764487,1.0294896,0.14813514,-0.21592492,-0.09959226,-0.19401069,-0.021978378,0.29753533,1.1592906,1.1119162
2024-06-22,opinión gabriel boric sergio bitar nuevas soberanías lee nota acá,0.62067467,0.19100063,0.62067467,0.18832466,1,1,6,0,0.7585096,0.7159585,0.63482136,0.7467123,-0.68405753,-1.0007007,-1.114952,-0.29639545,1.2376186,0.14020048,0.75603783
2024-06-22,candidato presidente boric dijo evaluar desempeño embajadores políticos carrera afirmó debía evitar compadrazgo compañerismo amiguismo político destacó chile servicio exterior profesional aquí,0.7180649,0.14769192,0.7180649,0.13424315,818,74,809,62,0.43249798,0.2034558,1.64155,0.05695191,0.09590301,-0.81875783,-0.18323639,-0.38186425,0.49724758,0.66842246,0.7919196
2024-07-29,presidente chileno gabriel boric reitera exigencia transparencia elecciones venezuela siento obligado moralmente exigir total transparencia elección visto sufrimiento venezolanos regados países,0.54118824,0.54118824,0.40111294,0.05769874,2037,67,5316,42,0.32531604,0.024048042,0.95440423,0.22814554,-0.451363,0.0052446174,-0.5323047,-0.42781404,0.5471125,0.58088994,0.67026716
2024-07-29,ateno presidente do chile gabriel boric afirma país reconhecerá vitória maduro até apurao concluída enquanto forem entregues toda a atas absteremos reconhecer disse conselho nacional eleitoral,0.45717862,0.45717862,0.40773377,0.13508755,1331,27,8274,15,-0.008556744,0.0818665,1.2681918,-0.18215181,-0.43129689,-0.09555035,-0.8312264,-0.16194206,0.92127955,0.1794162,0.38500375
2024-09-23,gabriel boric adhirió consultarnos agenda onu censura rrss regulación ia reconocimiento pueblo indígenas ideología género protección inmigrantes prórroga objetivos agenda derecha política,0.5397166,0.3811453,0.5397166,0.07913809,866,128,671,40,0.9727546,-0.22668721,1.1903372,-0.18512765,-0.028438356,-0.57439286,-0.7677358,0.10064268,0.4081522,0.052679855,0.97971445
2024-09-23,nueva york intensa agenda asamblea general naciones unidas impulsar chile multilateralismo defensa democracia respecto irrestricto ddhh cada rincón mundo participaré cumbre futuro encuentro defensa democracia lucha extremismo junto presidentes lula da silva pedro sánchez además expondré estudiantes universidad columbia world leader forum sostendré reuniones bilaterales diferentes autoridades internacionales,0.65416145,0.034320045,0.65416145,0.31151858,551,977,3626,96,0.5884839,-0.3539017,1.1125255,-0.179414,-0.608032,-0.40904695,-0.5437729,-0.27806702,0.63617456,0.6394814,0.87321097
2024-09-23,pamela jiles gabriel boric siempre presenta pareja me medio elección,0.65438175,0.12462961,0.65438175,0.2209886,1270,196,2292,43,0.5403408,0.7414463,0.61579734,0.32935795,0.66988164,-0.5066069,-0.9161976,0.17716752,1.3644739,-0.24828947,0.6793014
2024-09-23,presidente interviene sesión cumbre futuro miembros onu chile digo frustración esperanza si hecho debemos construir mundo mejor todavía tiempo hacerlo vivo,0.47576103,0.0688552,0.45538378,0.47576103,179,371,770,50,0.527626,-0.76971835,1.3263346,0.19291176,-0.35708368,-0.47039083,-0.46895298,-0.48841277,0.6017959,0.9408696,0.5757259
2024-09-23,nuevas generaciones atentos haciendo aquí si hecho debemos construir mundo mejor todavía tiempo hacerlo,0.50193465,0.03913912,0.50193465,0.45892623,760,907,3439,124,0.33777082,0.3731527,0.85931975,0.4189238,0.049779877,-0.50664204,0.30636346,-0.5962027,-0.05743525,0.5587729,0.41093805
2024-09-23,nuevas generaciones atentos haciendo aquí si hecho debemos construir mundo mejor todavía tiempo hacerlo presidente,0.5082942,0.04441171,0.44729412,0.5082942,213,50,731,6,0.48728395,0.40121335,0.59554046,0.36668655,0.113514595,-0.56683314,-0.0026859606,-0.8762458,0.4191425,0.7748743,0.6535239
2024-09-23,confesion partes relevo pruebas bueno presidente gabriel boric reconozca mundo asamblea general onu incompetencia gobernar,0.54455185,0.39012676,0.54455185,0.06532142,53,2,49,2,-0.055728495,-0.031091547,1.4357216,0.21875024,-0.07409344,-0.24064925,-0.58381736,0.19003603,0.6138228,0.44172508,0.3794172
2024-10-20,mundo corre veloz cuesta detenernos entender frente persona dolores esperanzas sufrimientos desafíos si anduvieramos poquito lento miráramos ojos podríamos mejor sociedad presidente boric,0.5822629,0.5822629,0.36199793,0.055739135,440,78,1402,6,0.3700372,-0.11960297,0.48462844,0.0567266,-0.32197177,0.113212876,-0.010577202,-0.25385192,0.121300295,0.8090877,0.48906407
2024-10-20,llevamos gobierno quedó claro presidente boric siempre mejores intenciones mejorar país quedado claro derecha aplicado esfuerzo impedir posible aunque nieguen,0.53630084,0.09429623,0.36940292,0.53630084,1010,451,2050,35,0.6507175,0.5460727,0.5554638,0.2384287,0.3612702,-0.25721458,-0.68495435,-0.3943927,0.1932909,0.4163855,0.8349146
2024-10-20,gabriel boric decía chile ir rápido cuándo chile rechazó constitución mismo gran pensador dice punto prensa ciper cadem,0.7368994,0.7368994,0.23932728,0.02377337,260,9,335,3,-0.1128692,0.10204614,0.6500339,0.42639866,-0.71846837,-0.48393556,-0.9210792,-0.17719063,0.7185724,0.3032044,0.8319064
2024-10-20,guillermo ramírez hechos relacionados gabriel boric extremísima gravedad ósea invocar ley karin causa extrañeza oposición quieren chilenos,0.88403404,0.88403404,0.10447415,0.011491834,1000,342,1693,83,0.18968172,0.16083269,0.8963085,0.19616562,-0.08352023,-0.19190049,-0.5737601,-0.019310562,0.8822942,0.093369626,0.80670595
2024-10-20,boric dejó monsalve cargo pesar conocer denuncia violación darle tiempo viajar curanilahue avión fach convencer padre víctima desistir demanda gravísimo boric debe destituido mitómano irresponsable,0.80662173,0.80662173,0.17457692,0.01880139,1325,58,2483,27,-0.10773011,0.06950173,0.7288773,0.05796302,0.10419868,-0.10978045,-0.3766371,-0.8254302,0.83639973,-0.12290635,0.74592936
2024-10-20,gabriel boric cadaver político debiera renunciar bien chile auto exiliarse algún país bananero guillermo ramirez,0.8961881,0.8961881,0.09246154,0.011350317,117,11,217,3,0.05899258,0.22304943,0.7299558,0.56427544,0.32676023,0.23679459,-0.79042923,-0.47428444,0.43983313,0.29859462,0.57461464
2024-10-20,orgullosa pertenecer desaprueba nefasto inoperante mentiroso maltratador violento corrupto gobierno gabriel boric,0.8364305,0.8364305,0.13408159,0.029487917,419,9,1993,11,-0.09111846,0.4884117,0.8717214,-0.16459358,-0.46085277,-0.054164957,0.010831055,0.46807596,0.6518687,0.2946919,0.32533664
2022-12-25,revisa entrevista presidente,0.6711416840553284,0.0791052132844924,0.6711416840553284,0.2497530877590179,307,400,2081,35,-0.8306307792663574,0.3618363738059997,1.0847079753875732,0.6422784328460693,0.2908903658390045,0.3946209549903869,-0.6625241637229919,-0.0342299826443195,1.3683373928070068,1.0009167194366455,-0.0681544691324234
2022-06-18,decisión d codelco cese d fundición ventanas creo capitaliza presidente gabriel boric mejor gestión últimos años nunca gobierno puesto x encima niños persona años luchas x dignidad habitantes dl sector emociona,0.4956523776054382,0.4956523776054382,0.4325887560844421,0.0717588886618614,8,2,66,0,0.3553735911846161,0.7486345171928406,1.3535747528076172,0.4239620268344879,0.152137890458107,-0.0274640675634145,-0.2083233445882797,-0.1781270503997802,0.7898748517036438,0.3449921607971191,0.6598985195159912
2022-06-18,grande presidente boricventanas cierra,0.7648066282272339,0.0264056976884603,0.2087876796722412,0.7648066282272339,98,3,506,0,-0.1663787066936493,0.4270973801612854,0.93740576505661,0.1659751087427139,-1.0139408111572266,-1.071912169456482,-0.3435124456882477,-0.3590515851974487,1.1535542011260986,1.7311668395996094,0.4498770833015442
2022-06-18,presidente gabriel boric destaca reforma tributaria ingresos distribuirán mejor mira declaraciones aquí,0.5656429529190063,0.1049766317009925,0.5656429529190063,0.3293804228305816,3,7,23,2,0.5240967273712158,0.4552578032016754,1.465825438499451,-0.032220035791397,-0.0099947936832904,-1.2798514366149902,-0.7197422981262207,-0.2457799911499023,1.246558427810669,-0.4158832430839538,1.1296560764312744
2022-06-18,presidente gabriel boric dirige país luego codelco anunciara acuerdo cese operaciones,0.5896192789077759,0.2582833170890808,0.5896192789077759,0.1520974338054657,8,1,35,0,0.5661426186561584,-0.2505313754081726,1.71325945854187,0.3266802132129669,-0.1971645653247833,-0.8776503205299377,-0.5893604755401611,-0.592318058013916,0.9675101041793824,0.1594372391700744,1.0789426565170288
2022-06-18,presidente gabriel boric refiere cierre división ventanas codelco realizará mediante proceso gradual responsable población trabajadores señal vivo,0.6088201403617859,0.2022531628608703,0.6088201403617859,0.1889267116785049,401,161,1561,94,0.3929675817489624,0.2228146940469741,1.673478364944458,-0.1061006113886833,-0.4098145663738251,-0.4834735989570617,-0.4381351470947265,-0.667905330657959,0.6477760076522827,0.4210541546344757,0.8255875110626221
2022-06-18,presidente gabriel boric habla moneda tras anuncio cierre fundición ventanas vivo,0.4830174148082733,0.4002819657325744,0.4830174148082733,0.116700641810894,3,3,15,0,0.6463058590888977,-0.0354873612523078,1.7236626148223877,-0.0420414023101329,-0.3658266067504883,-0.7933043837547302,-0.7767966985702515,-0.8271682858467102,0.9453295469284058,0.3926702439785003,0.8712475895881653
2022-06-18,presidente gabriel boric refiere cierre división ventanas codelco trabajadores familias vamos dejar solo ningún trabajador quedará empleo compañía señal vivo,0.7123951315879822,0.7123951315879822,0.25224369764328,0.0353612378239631,47,8,124,8,0.6621027588844299,0.214156374335289,1.1145405769348145,0.1673413515090942,-0.4702587127685547,-0.317995011806488,-0.4327057600021362,-0.4092855751514435,1.2972654104232788,0.4941848218441009,1.163617730140686
2022-06-18,presidente gabriel boric anuncia cierre fundación ventanas refinería hito trascendental recuperar medioambiente firme propósito repliquen zona sacrificio ningún trabajador codelco quedará trabajo,0.4896673560142517,0.3959157168865204,0.4896673560142517,0.1144169047474861,5,1,9,0,0.3518591821193695,0.2100052684545517,1.0998854637145996,0.3547182977199554,-0.2638266980648041,-0.4194379150867462,-0.4540193080902099,-0.5813356041908264,0.9474744200706482,0.4706172049045563,0.7865341901779175
2022-06-18,presidente gabriel boric confirmado cese operaciones fundición ventanas coldeco anuncia plan reubicación trabajadores despedidos desarrollo,0.5719211101531982,0.3440330922603607,0.5719211101531982,0.0840457752346992,1,0,0,0,0.1815972924232483,0.5056346654891968,1.726099729537964,0.3109945952892303,-0.0440912097692489,-0.4115996658802032,-0.3911035358905792,-0.6110098361968994,0.971671223640442,0.0216449946165084,0.9111696481704712
2022-06-18,despues tantos años tantas promesas fin llego dia excelencia presidente republica gabriel boric anuncia cierre ventanas movemos cada dia ma hacia chile zona sacrificios,0.4759337306022644,0.0720166340470314,0.4759337306022644,0.4520496428012848,1,0,11,0,0.5571663975715637,-0.3829583525657654,0.7546705603599548,0.5241594910621643,-0.0424379929900169,-0.3675233423709869,-0.0315239392220974,-0.1033947467803955,0.7657032608985901,1.135478138923645,0.1873254477977752
2022-06-18,presidente gabriel boric quiero enfático trabajadores familias vamos dejar solo ningún trabajador trabajadora quedará empleo compañía,0.7236286401748657,0.7236286401748657,0.2544594705104828,0.0219119265675544,1,2,4,5,0.6973630785942078,0.3310345709323883,1.0836318731307983,0.0091390637680888,-0.1825420260429382,-0.1421742886304855,-0.2499690353870391,-0.6203243136405945,1.2914942502975464,0.1215939670801162,1.144852638244629
2022-06-18,presidente gabriel boric refiere cierre fundición ventanas plutotv vivo señal youtube,0.5499755144119263,0.2309057563543319,0.5499755144119263,0.2191187292337417,4,1,8,0,0.1425549536943435,0.3365884721279144,1.5132362842559814,0.1056444346904754,-0.5976682901382446,-0.6273812055587769,-0.731320321559906,-0.1080710366368293,0.5858114361763,0.3904014229774475,0.6510043144226074
2022-06-18,ampliamos presidente gabriel boric confirma cese operaciones ventanas queremos zona sacrificio,0.5704315304756165,0.3272745907306671,0.5704315304756165,0.102293848991394,11,3,71,4,0.3764926791191101,-0.2846674919128418,1.420310378074646,-0.5101746320724487,-0.6254584193229675,-0.5703786015510559,-0.2883587181568146,-0.8843007683753967,1.2860634326934814,0.3825225234031677,0.2693695425987243
2022-06-18,presidente gabriel boric tras anuncio codelco cese fundición ventanas trabajadores familias vamos dejar solo ningún trabajador trabajadora quedará empleo compañía,0.8378705978393555,0.8378705978393555,0.1477062106132507,0.0144231794402003,20,8,58,2,0.6488720178604126,0.4286954998970032,1.3602219820022583,0.1609318852424621,-0.0747501775622367,-0.3770410120487213,-0.5268919467926025,-0.5209203958511353,1.4382543563842771,0.2315766215324401,1.0616110563278198
2022-06-18,presidente gabriel boric cierre división ventanas codelco grave invirtiendo aún podría captar gas emiten señal vivo,0.6697795391082764,0.2213111072778701,0.6697795391082764,0.108909398317337,270,98,1209,58,0.4375219047069549,0.1082116588950157,1.5037795305252075,0.3445425927639007,-0.560331404209137,-0.1762058436870575,-0.4737277925014496,-0.7219495177268982,0.9602044820785522,0.4366791248321533,0.6491842865943909
2022-06-18,presidente gabriel boric anuncia cierre planta ventanas codelco queremos zona sacrificio diario radio universidad chile,0.4803064465522766,0.420115202665329,0.4803064465522766,0.0995783880352974,6,0,13,0,0.4331955015659332,-0.2934307754039764,1.4243311882019043,-0.0020300527103245,-0.8463292121887207,-0.4900271892547607,-0.745487630367279,-0.2973808348178863,1.4089078903198242,0.2600782513618469,0.8760807514190674
2022-06-18,gesto carinho empatia com povo com país valeu visita meu presidente volta sempre natal,0.8265202045440674,0.0664440244436264,0.1070358082652092,0.8265202045440674,1517,405,9470,176,0.7596893906593323,0.0082071768119931,0.5270485877990723,0.0517554245889186,0.0573434121906757,-0.4795687794685364,-0.2901224195957184,-0.3811439573764801,0.9534796476364136,0.9615575671195984,0.2054516673088073
2022-06-18,presidente boric cierre fundición ventanas queremos zona sacrificio,0.6270105242729187,0.6270105242729187,0.3311890065670013,0.0418004430830478,27,17,353,3,0.3731856644153595,-0.0351731888949871,1.2998801469802856,-0.1114687249064445,-0.8020646572113037,-0.4708235561847687,-0.2892088592052459,-1.0664219856262207,0.903540849685669,0.9953538775444032,0.2714267671108246
2022-06-18,presidente gabriel boric refiere cierre fundición ventanas,0.4886090457439422,0.3077829480171203,0.4886090457439422,0.203607976436615,5,0,6,0,0.4817706942558288,0.4171875119209289,1.7026500701904297,0.1575261652469635,-0.3942848742008209,-1.01548433303833,-0.790813684463501,-0.7584933042526245,0.8849054574966431,-0.0091330707073211,0.9810402989387512
2022-06-18,codelco aprueba avanzar hacia cierre fundición ventanas presidente boric dice queremos zona sacrificio,0.4762986898422241,0.382982075214386,0.4762986898422241,0.1407192498445511,229,29,1392,11,0.5764615535736084,-0.1459486782550811,1.5686227083206177,-0.1465001106262207,-0.5249131321907043,-0.6559059023857117,-0.5121122598648071,-0.5075414180755615,0.9674546718597412,0.2223754227161407,0.5397100448608398
2022-06-18,luis cáceres dirigente sindical mostró dolido protesta desarrolla hora llamó gobierno gabriel boric,0.8335950374603271,0.8335950374603271,0.1470029056072235,0.0194020066410303,1,6,3,0,0.0553033910691738,0.4001944363117218,1.5559242963790894,0.0807630196213722,0.2108571082353592,-0.0659331306815147,-0.5116831064224243,-0.4275746345520019,0.3865336775779724,0.1046406030654907,0.6417783498764038
2022-06-18,grandepresidente boricpone primer lugar persona quinteros ventanaslo hicieron años gobiernos hace ustedfelicitaciones boric,0.8954917788505554,0.0185118857771158,0.0859963372349739,0.8954917788505554,270,46,974,9,-0.0989226400852203,0.8434535264968872,1.2724684476852417,0.610228419303894,0.2925900518894195,-0.6609585285186768,-0.0368054918944835,-0.3713730275630951,0.6529671549797058,0.7141865491867065,0.2417275160551071
2022-06-18,trabajadores familias vamos dejar solo presidente anuncia compromiso ningún trabajador trabajadora codelco quedará empleo compañía,0.8822363018989563,0.8822363018989563,0.1100409775972366,0.0077226366847753,851,617,3454,157,0.753348171710968,0.2416499257087707,1.3933498859405518,0.3545801043510437,-0.0437670014798641,-0.2811372578144073,-0.4929657876491546,-0.4953137934207916,1.407914400100708,0.3738180100917816,1.0983493328094482
2022-06-18,actualización presidente boric cierre fundición ventanas ningún trabajador quedará empleo compañía,0.7176588773727417,0.7176588773727417,0.2649431526660919,0.0173979122191667,65,44,388,6,0.3314495980739593,0.8894199132919312,1.4991012811660769,0.08321563154459,-0.1795736104249954,-0.0599983371794223,-0.6924101114273071,-0.7368558049201965,0.9492914080619812,0.5226361155509949,0.4830287992954254
2022-06-18,ma trabajadores despedidos gobierno explicación viernes noche allá problemas ambientales evidentes inhumanidad presidente boric grotesca,0.9677599668502808,0.9677599668502808,0.027145218104124,0.0050947582349181,105,15,146,2,0.0711600929498672,0.5653585195541382,1.3737232685089111,0.1042321696877479,-0.0189694110304117,-0.2188367843627929,-0.1410209238529205,0.0113067207857966,0.9980744123458862,0.1974556148052215,0.4556838274002075
2022-06-18,presidente boric tomado decisión difícil necesaria felicito coraje iniciar proceso real desarrollo zona sacrificio comprometer transición justa sacrificar trabajos trabajadores,0.4256429970264435,0.204424038529396,0.4256429970264435,0.369933009147644,6,0,8,1,0.614574670791626,0.0969127193093299,0.9244601130485536,0.4492593109607696,0.2109804302453994,-0.4666161239147186,-0.2587670385837555,-0.6891506314277649,0.4218446016311645,0.5166176557540894,0.6826421618461609
2022-06-18,codelco traigo ayuda presidente boric,0.5175153017044067,0.4109269976615906,0.5175153017044067,0.0715577006340026,31,4,31,1,0.7092462778091431,0.5530248880386353,2.059568405151367,0.4881742894649505,-0.1035656109452247,-0.6042341589927673,-0.5463356971740723,-0.2704309225082397,1.1747231483459473,0.1423171013593673,0.7382242679595947
2022-06-18,presidente república gabriel boric anuncia inicio proceso cierre fundición ventanas queremos zona sacrificio además afirmó realizará mediante proceso gradual responsable población trabajadores,0.639534592628479,0.0814826264977455,0.639534592628479,0.2789827287197113,4,2,4,0,0.2746216654777527,0.0115955471992492,1.590667724609375,-0.2094240188598632,-0.3403517305850982,-0.5117239356040955,-0.3543954193592071,-0.982035994529724,0.9659220576286316,0.4652666449546814,0.8494974374771118
2022-06-18,criticado gobierno instancias puntuales apoyo fuerza decisión codelco histórica ningún gobierno anterior capaz poner persona medio ambiente primero presidente gabriel boric,0.5903987288475037,0.5903987288475037,0.3408264219760895,0.068774826824665,2,0,8,0,0.44303759932518,0.6053345799446106,1.212728500366211,0.7094023823738098,0.1725850105285644,-0.3929280340671539,-0.4842975735664367,-0.2200240641832351,0.6865588426589966,0.5396374464035034,0.8129611611366272
2022-06-18,si presidente boric aprueba nueva constitución permitirá delincuentes terroristas postular cargo públicos,0.6108332276344299,0.6108332276344299,0.3349379897117615,0.0542287863790988,24,4,29,3,0.4952965676784515,-0.1940790265798568,1.1263210773468018,0.2160423099994659,-0.2762612700462341,-0.3434222340583801,-0.6911609172821045,-0.1257960498332977,0.909748911857605,0.3698799014091491,1.0349923372268677
2022-06-18,petro manda saludo presidente boric segunda vuelta enarbolamos banderas progresistas detalles,0.5647397041320801,0.0307199470698833,0.4045403599739074,0.5647397041320801,5,8,8,2,0.5678257346153259,-0.2052400112152099,0.9141321778297424,0.1950265169143676,-0.4774623215198517,-0.6555130481719971,-0.578562319278717,-0.7503812909126282,0.849522590637207,0.5455613732337952,0.7354636192321777
2022-06-18,presidente gabriel boric reapareció moneda viernes tras tomarse días reposo molestias asociadas cuarta dosis señal vivo señal youtube,0.6383054852485657,0.2733643651008606,0.6383054852485657,0.0883301049470901,2,14,4,0,-0.1160130873322486,0.1551506221294403,0.8651575446128845,0.0227745231240987,-0.5479273200035095,-0.1115487962961196,-0.0499024912714958,-0.3346105217933655,1.3953101634979248,0.0459554567933082,0.7862098813056946
2022-06-18,decisión cierre fundición necesaria difícil valiente impostergable decisiones basadas evidencia complejas claves avanzar felicito trabajo presidente boric ministras maisa rojas marcela hernando,0.4783427119255066,0.4464865922927856,0.4783427119255066,0.0751706808805465,1260,261,5130,50,0.0854692012071609,0.2817654311656952,0.7141629457473755,0.3342804610729217,0.0921113938093185,-0.1605561971664428,-0.2754287719726562,-0.3683313131332397,0.6645811796188354,-0.2173762321472168,0.7198715209960938
2022-06-18,urgente trabajadores codelco anuncian paro nacional tras anuncio presidente boric cerrar fundición ventanas,0.6317182183265686,0.6317182183265686,0.3188510239124298,0.0494307503104209,327,82,414,85,0.2239628136157989,-0.0410605408251285,1.7250568866729736,0.3584291636943817,-0.410816341638565,-0.6919966340065002,-0.5899515748023987,-0.5520021915435791,1.3370256423950195,0.411137968301773,0.5737163424491882
2022-06-18,declaración pública moneda presidente gabriel boric tras anuncio cese operaciones fundición ventanas dejó claro ningún trabajador división perderá puesto trabajo,0.4686611890792846,0.446013480424881,0.4686611890792846,0.0853253230452537,114,12,403,5,0.5792824029922485,0.5364711880683899,1.3364547491073608,0.0165086090564727,-0.2064389437437057,-0.6755208373069763,-0.5407160520553589,-0.7295694351196289,1.027384638786316,0.1522669494152069,0.7341766953468323
